hogar,sexo,edad,dia_laborable,trabajo_pago,trabajo_domestico_no_pago,voluntariados,estudio_educacion,recreacion,aplicaciones,tareas_cuidados,cuidado_personal,trabajo_pago2,trabajo_domestico_no_pago2,voluntariados2,estudio_educacion2,recreacion2,aplicaciones2,tareas_cuidados2,cuidado_personal2,dia_tipico,rango_etario,nivel_educativo,relacion_parentesco_jefe,tipo_hogar,quintil_ingreso,estado_ocupacional
1_1,Varon,14,Día no laborable,0.0,0.1,0.0,0.0,9.0,7.3,0.0,8.2,0.0,0.1,0.0,0.0,8.8,7.3,0.0,7.9,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Inactivo
2_1,Varon,14,Día no laborable,0.0,1.0,0.0,8.3,2.7,2.5,0.0,10.2,0.0,1.0,0.0,8.3,2.3,2.5,0.0,9.8,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo
3_1,Varon,14,Día no laborable,0.0,0.2,0.0,11.3,2.6,0.3,0.0,10.6,0.0,0.2,0.0,11.3,2.1,0.3,0.0,10.1,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo
4_1,Varon,14,Día no laborable,0.0,1.8,0.0,4.0,7.7,3.0,0.0,9.5,0.0,1.3,0.0,4.0,7.2,3.0,0.0,8.5,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Inactivo
5_1,Varon,14,Día no laborable,0.0,0.0,0.0,8.3,4.7,1.8,0.0,9.3,0.0,0.0,0.0,8.3,4.7,1.8,0.0,9.3,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Otro,5to quintil,Inactivo
6_1,Mujer,14,Día no laborable,0.0,3.0,0.0,0.0,4.2,4.8,0.0,15.7,0.0,3.0,0.0,0.0,2.3,4.8,0.0,13.8,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo
7_1,Mujer,14,Día no laborable,0.0,0.3,0.0,6.7,2.2,4.7,0.2,11.8,0.0,0.2,0.0,6.6,1.7,4.7,0.1,10.9,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Otro,5to quintil,Inactivo
8_1,Mujer,14,Día no laborable,0.0,0.3,0.0,8.8,4.9,1.5,0.0,9.8,0.0,0.3,0.0,8.8,4.3,1.5,0.0,9.1,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo
9_1,Mujer,14,Día no laborable,0.0,0.3,0.0,10.7,1.8,2.5,0.0,10.6,0.0,0.1,0.0,10.3,0.9,2.5,0.0,10.2,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo
10_1,Mujer,14,Día no laborable,0.0,1.1,0.0,6.0,1.1,1.0,4.7,11.3,0.0,1.1,0.0,6.0,0.6,1.0,4.7,10.7,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo
11_1,Mujer,14,Día no laborable,0.0,0.0,0.0,6.7,3.0,2.5,0.0,13.3,0.0,0.0,0.0,6.7,2.3,2.5,0.0,12.6,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Otro,5to quintil,Inactivo
12_1,Mujer,14,Día no laborable,0.0,0.0,0.0,5.0,3.0,3.0,0.0,16.0,0.0,0.0,0.0,5.0,1.5,3.0,0.0,14.5,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Otro,5to quintil,Inactivo
13_1,Mujer,14,Día no laborable,0.0,0.0,0.0,10.5,0.5,3.8,0.0,9.3,0.0,0.0,0.0,10.5,0.5,3.8,0.0,9.3,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Inactivo
13_2,Mujer,36,Día no laborable,0.0,12.5,0.0,0.0,0.0,2.0,0.0,9.5,0.0,12.5,0.0,0.0,0.0,2.0,0.0,9.5,Día atípico,25-39,Secundario incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
14_1,Varon,14,Día no laborable,0.0,0.0,0.0,2.0,3.0,2.9,0.0,16.1,0.0,0.0,0.0,2.0,3.0,2.9,0.0,16.1,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Inactivo
15_1,Varon,14,Día no laborable,0.0,0.0,0.0,8.1,0.0,5.8,0.0,10.2,0.0,0.0,0.0,8.1,0.0,5.8,0.0,10.2,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo
16_1,Varon,15,Día no laborable,0.0,1.0,0.0,0.0,7.5,5.3,0.0,13.2,0.0,1.0,0.0,0.0,6.0,5.3,0.0,11.7,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo
17_1,Varon,15,Día no laborable,0.2,0.2,0.0,5.8,5.2,3.8,0.0,10.8,0.2,0.2,0.0,5.3,4.3,3.8,0.0,10.4,Día atípico,14-24,Secundario incompleto,Otro,Otro,5to quintil,Inactivo
18_1,Mujer,15,Día no laborable,0.0,0.3,0.0,6.2,1.0,5.0,0.0,12.0,0.0,0.3,0.0,6.2,0.8,5.0,0.0,11.8,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Otro,5to quintil,Inactivo
19_1,Varon,15,Día no laborable,0.0,0.2,0.0,6.8,5.3,2.1,0.0,11.8,0.0,0.2,0.0,6.8,4.3,2.1,0.0,10.8,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo
20_1,Mujer,15,Día no laborable,0.0,0.5,0.0,6.5,1.0,1.3,0.0,16.3,0.0,0.3,0.0,6.3,0.5,1.3,0.0,15.8,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Inactivo
21_1,Varon,15,Día no laborable,0.0,0.8,0.0,13.3,3.9,0.5,0.0,7.0,0.0,0.6,0.0,13.1,3.2,0.5,0.0,6.7,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Otro,5to quintil,Inactivo
22_1,Mujer,15,Día no laborable,0.0,2.3,0.0,2.0,5.0,4.5,0.0,12.3,0.0,1.5,0.0,2.0,4.0,4.5,0.0,12.0,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Inactivo
23_1,Varon,15,Día no laborable,0.0,0.1,0.0,0.0,7.7,4.8,0.0,13.4,0.0,0.1,0.0,0.0,5.7,4.8,0.0,13.4,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo
24_1,Mujer,15,Día no laborable,0.0,0.7,0.0,10.6,1.1,3.2,0.0,9.3,0.0,0.7,0.0,10.6,0.7,3.2,0.0,8.9,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo
25_1,Varon,15,Día laborable,8.3,0.7,0.0,0.0,7.8,0.0,0.3,11.1,8.3,0.7,0.0,0.0,5.8,0.0,0.3,9.0,Día atípico,14-24,Secundario incompleto,Otro,Otro,5to quintil,Ocupado
25_2,Mujer,28,Día laborable,6.6,3.8,0.0,0.0,1.3,1.8,3.2,8.7,6.6,3.5,0.0,0.0,0.6,1.8,3.0,8.5,Día atípico,25-39,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
26_1,Varon,15,Día no laborable,0.0,0.0,0.0,1.0,10.5,3.7,0.0,13.3,0.0,0.0,0.0,1.0,6.8,3.7,0.0,12.6,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Inactivo
27_1,Varon,15,Día no laborable,0.0,0.7,0.0,8.5,1.0,4.1,0.0,10.8,0.0,0.7,0.0,8.5,0.5,4.1,0.0,10.3,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo
28_1,Mujer,15,Día no laborable,0.0,0.2,0.0,9.3,3.7,1.5,0.0,11.5,0.0,0.2,0.0,9.3,2.6,1.5,0.0,10.4,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Inactivo
29_1,Varon,15,Día no laborable,0.0,0.5,0.0,0.0,8.5,0.7,0.0,18.6,0.0,0.3,0.0,0.0,5.0,0.7,0.0,18.1,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo
30_1,Varon,16,Día no laborable,0.0,0.3,0.0,6.0,7.8,2.0,0.0,11.3,0.0,0.3,0.0,6.0,6.1,2.0,0.0,9.6,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo
31_1,Varon,16,Día no laborable,0.0,0.2,0.0,1.3,9.7,1.5,0.0,13.4,0.0,0.2,0.0,1.3,8.7,1.5,0.0,12.4,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo
32_1,Mujer,16,Día no laborable,0.0,1.5,0.0,4.8,5.5,2.0,2.5,11.8,0.0,1.5,0.0,4.8,3.8,2.0,1.3,10.6,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo
33_1,Varon,16,Día no laborable,0.0,3.5,0.0,6.5,0.0,3.7,0.0,11.3,0.0,2.5,0.0,6.5,0.0,3.7,0.0,11.3,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Inactivo
34_1,Mujer,16,Día no laborable,0.0,0.3,0.0,8.3,0.0,2.8,0.0,12.8,0.0,0.3,0.0,8.3,0.0,2.8,0.0,12.8,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Inactivo
35_1,Varon,16,Día no laborable,0.0,0.0,0.0,1.5,1.5,7.7,0.0,13.3,0.0,0.0,0.0,1.5,1.5,7.7,0.0,13.3,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Inactivo
36_1,Varon,16,Día no laborable,2.0,1.9,0.0,1.0,5.3,2.8,0.0,10.9,2.0,1.9,0.0,1.0,5.3,2.8,0.0,10.9,Día atípico,14-24,Secundario incompleto,Otro,Otro,5to quintil,Inactivo
37_1,Varon,16,Día no laborable,0.0,0.4,0.0,5.5,4.4,5.8,0.0,8.3,0.0,0.4,0.0,5.5,4.2,5.8,0.0,8.1,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo
38_1,Varon,16,Día no laborable,0.0,0.0,0.0,0.0,11.1,3.2,0.0,10.8,0.0,0.0,0.0,0.0,10.6,3.2,0.0,10.3,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Inactivo
39_1,Varon,16,Día no laborable,0.0,0.0,0.0,2.8,11.5,0.0,0.0,9.7,0.0,0.0,0.0,2.8,11.5,0.0,0.0,9.7,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Inactivo
40_1,Varon,16,Día no laborable,0.0,0.5,0.0,9.3,1.0,3.5,0.0,10.7,0.0,0.5,0.0,9.3,0.5,3.5,0.0,10.2,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Inactivo
41_1,Varon,16,Día no laborable,0.0,0.0,0.0,7.8,1.0,2.8,0.0,12.5,0.0,0.0,0.0,7.8,1.0,2.8,0.0,12.3,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo
42_1,Varon,16,Día no laborable,0.0,2.0,0.0,3.9,6.1,1.9,0.0,10.9,0.0,2.0,0.0,3.9,5.7,1.9,0.0,10.5,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Inactivo
43_1,Mujer,16,Día no laborable,0.0,0.0,0.0,14.4,1.4,0.0,0.0,9.6,0.0,0.0,0.0,14.4,0.7,0.0,0.0,8.9,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo
44_1,Varon,16,Día no laborable,0.0,0.8,0.0,5.6,2.7,2.7,0.0,13.7,0.0,0.6,0.0,5.6,2.0,2.7,0.0,13.1,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Inactivo
45_1,Mujer,16,Día no laborable,0.0,1.2,0.0,8.5,0.0,1.8,1.0,11.5,0.0,1.2,0.0,8.5,0.0,1.8,1.0,11.5,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo
46_1,Varon,16,Día no laborable,0.0,0.8,0.0,5.9,3.3,2.1,0.0,12.9,0.0,0.8,0.0,5.9,2.8,2.1,0.0,12.4,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo
47_1,Mujer,16,Día no laborable,0.0,0.3,0.0,0.0,14.5,0.0,0.0,12.4,0.0,0.3,0.0,0.0,12.9,0.0,0.0,10.8,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo
48_1,Mujer,16,Día no laborable,0.0,2.2,0.0,4.0,2.5,2.0,2.0,13.8,0.0,2.2,0.0,4.0,2.3,2.0,1.0,12.6,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Inactivo
49_1,Varon,16,Día no laborable,0.0,1.0,0.0,1.0,6.0,3.0,0.0,13.5,0.0,1.0,0.0,1.0,5.8,3.0,0.0,13.3,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Otro,5to quintil,Inactivo
50_1,Varon,16,Día no laborable,0.0,0.5,0.0,7.2,1.5,4.3,0.0,11.5,0.0,0.5,0.0,7.2,1.0,4.3,0.0,11.0,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Inactivo
51_1,Mujer,16,Día no laborable,0.0,0.0,0.0,11.2,0.0,0.5,0.0,12.3,0.0,0.0,0.0,11.2,0.0,0.5,0.0,12.3,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Inactivo
52_1,Mujer,16,Día no laborable,0.0,4.7,0.0,0.0,6.2,1.8,6.5,14.8,0.0,2.1,0.0,0.0,3.4,1.8,3.2,13.4,Día atípico,14-24,Secundario incompleto,Otro,Otro,5to quintil,Inactivo
52_2,Mujer,27,Día laborable,10.0,0.3,0.0,0.0,1.0,0.3,0.0,14.2,9.6,0.3,0.0,0.0,0.5,0.3,0.0,13.3,Día atípico,25-39,Secundario incompleto,Jefe,Unipersonal,5to quintil,Ocupado
53_1,Varon,16,Día no laborable,0.0,0.0,0.0,0.0,12.0,1.3,0.0,10.8,0.0,0.0,0.0,0.0,12.0,1.3,0.0,10.8,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo
54_1,Mujer,17,Día no laborable,0.0,0.4,0.0,5.1,7.5,3.0,0.0,11.0,0.0,0.4,0.0,5.1,6.0,3.0,0.0,9.5,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Inactivo
55_1,Mujer,17,Día no laborable,0.0,7.0,0.0,0.0,7.3,1.3,0.0,12.2,0.0,5.6,0.0,0.0,5.4,1.3,0.0,11.7,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo
56_1,Varon,17,Día no laborable,0.0,0.3,0.0,2.8,10.7,1.8,0.0,8.8,0.0,0.3,0.0,2.8,10.4,1.8,0.0,8.6,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo
57_1,Varon,17,Día no laborable,0.0,2.1,0.0,7.7,5.0,3.1,0.0,8.2,0.0,2.1,0.0,7.7,3.7,3.1,0.0,7.6,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Inactivo
58_1,Mujer,17,Día no laborable,0.0,0.0,0.0,8.5,6.5,0.8,0.0,10.3,0.0,0.0,0.0,8.5,5.5,0.8,0.0,9.3,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo
59_1,Mujer,17,Día no laborable,0.0,1.0,0.0,0.0,11.0,2.5,0.0,10.5,0.0,1.0,0.0,0.0,10.5,2.5,0.0,10.0,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo
60_1,Varon,17,Día no laborable,0.0,0.0,0.0,0.0,1.0,6.8,0.0,17.2,0.0,0.0,0.0,0.0,0.5,6.8,0.0,16.7,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo
61_1,Mujer,17,Día no laborable,0.0,0.5,0.0,5.1,1.8,9.0,0.0,8.1,0.0,0.5,0.0,5.0,1.7,9.0,0.0,7.8,Día atípico,14-24,Secundario incompleto,Otro,Otro,5to quintil,Inactivo
61_2,Mujer,39,Día laborable,7.2,0.0,0.0,0.0,3.9,1.0,4.0,9.3,7.2,0.0,0.0,0.0,3.2,1.0,4.0,8.6,Día atípico,25-39,Secundario incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado
62_1,Mujer,17,Día no laborable,0.0,1.2,0.0,1.0,6.0,1.8,0.0,15.0,0.0,1.2,0.0,1.0,5.5,1.8,0.0,14.5,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo
63_1,Varon,17,Día no laborable,0.0,0.1,0.0,5.7,8.2,1.3,0.0,8.8,0.0,0.1,0.0,5.7,8.2,1.3,0.0,8.8,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo
64_1,Varon,17,Día no laborable,0.0,0.0,0.0,0.0,2.9,12.3,0.0,9.9,0.0,0.0,0.0,0.0,2.3,12.3,0.0,9.3,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Inactivo
65_1,Mujer,17,Día no laborable,0.0,0.2,0.0,6.2,9.2,0.5,0.0,9.0,0.0,0.2,0.0,6.2,8.7,0.5,0.0,8.5,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo
66_1,Mujer,17,Día no laborable,0.0,3.5,0.0,2.5,0.5,4.5,0.0,15.0,0.0,2.0,0.0,2.5,0.3,4.5,0.0,14.8,Día atípico,14-24,Secundario completo/Superior incompleto,Otro,Otro,5to quintil,Inactivo
67_1,Varon,17,Día no laborable,0.0,0.2,0.0,0.0,4.3,12.3,0.0,7.8,0.0,0.2,0.0,0.0,4.0,12.3,0.0,7.5,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Ocupado
68_1,Varon,18,Día laborable,3.5,0.0,0.0,5.6,2.5,2.5,0.0,11.4,3.5,0.0,0.0,5.6,1.8,2.5,0.0,10.7,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Ocupado
69_1,Varon,18,Día no laborable,0.0,0.0,0.0,9.3,4.8,5.0,0.0,9.8,0.0,0.0,0.0,7.7,3.2,5.0,0.0,8.2,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo
70_1,Varon,18,Día laborable,7.2,0.0,0.0,5.3,0.2,0.0,0.0,11.3,7.2,0.0,0.0,5.3,0.2,0.0,0.0,11.3,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Ocupado
71_1,Mujer,18,Día no laborable,0.0,0.0,0.0,0.0,10.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,19.0,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo
72_1,Varon,18,Día no laborable,0.0,0.0,0.0,10.8,1.3,4.8,0.0,8.5,0.0,0.0,0.0,10.8,0.6,4.8,0.0,7.9,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Inactivo
73_1,Varon,18,Día no laborable,0.0,0.5,0.0,8.7,7.0,1.3,0.0,8.8,0.0,0.5,0.0,8.7,5.9,1.3,0.0,7.7,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Otro,5to quintil,Desocupado
74_1,Varon,18,Día no laborable,0.0,0.0,0.0,0.0,8.0,6.0,0.0,11.0,0.0,0.0,0.0,0.0,7.5,6.0,0.0,10.5,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo
75_1,Varon,18,Día no laborable,0.0,0.9,0.0,6.0,0.5,10.0,0.0,7.3,0.0,0.9,0.0,6.0,0.3,10.0,0.0,6.9,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo
76_1,Mujer,18,Día no laborable,0.0,2.5,0.0,0.0,15.4,0.0,0.0,11.6,0.0,1.5,0.0,0.0,12.7,0.0,0.0,9.8,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Desocupado
77_1,Varon,18,Día no laborable,0.0,0.0,0.0,4.5,4.8,3.3,0.0,11.5,0.0,0.0,0.0,4.5,4.8,3.3,0.0,11.5,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Desocupado
78_1,Mujer,18,Día no laborable,0.0,1.0,0.0,4.5,2.8,5.0,0.0,10.7,0.0,1.0,0.0,4.5,2.8,5.0,0.0,10.7,Día atípico,14-24,Secundario completo/Superior incompleto,Otro,Otro,5to quintil,Inactivo
79_1,Mujer,18,Día no laborable,0.0,0.0,0.0,6.0,3.0,2.8,1.0,12.8,0.0,0.0,0.0,5.7,2.5,2.8,1.0,12.0,Día atípico,14-24,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Inactivo
80_1,Varon,18,Día laborable,6.8,0.2,0.0,0.0,7.3,0.5,0.0,13.0,6.8,0.2,0.0,0.0,5.4,0.5,0.0,11.1,Día atípico,14-24,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Ocupado
81_1,Mujer,18,Día no laborable,0.0,1.4,0.0,13.5,0.0,0.7,0.0,8.4,0.0,1.4,0.0,13.5,0.0,0.7,0.0,8.4,Día atípico,14-24,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Inactivo
82_1,Varon,18,Día laborable,5.0,0.3,0.0,3.8,3.4,4.3,0.0,8.8,5.0,0.1,0.0,3.8,2.7,4.3,0.0,8.1,Día atípico,14-24,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Ocupado
83_1,Varon,18,Día no laborable,0.0,1.7,0.0,6.7,0.3,7.1,0.0,8.6,0.0,1.7,0.0,6.7,0.2,7.1,0.0,8.4,Día atípico,14-24,Secundario completo/Superior incompleto,Otro,Otro,5to quintil,Inactivo
84_1,Mujer,18,Día no laborable,0.0,2.5,0.0,1.0,3.0,4.0,0.0,14.5,0.0,2.5,0.0,1.0,2.5,4.0,0.0,14.0,Día atípico,14-24,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Inactivo
85_1,Mujer,18,Día no laborable,0.0,0.3,0.0,3.7,4.8,2.4,0.0,13.8,0.0,0.3,0.0,3.7,4.3,2.4,0.0,13.3,Día atípico,14-24,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Desocupado
86_1,Mujer,18,Día no laborable,0.0,0.5,0.0,0.0,8.0,4.0,0.0,15.5,0.0,0.5,0.0,0.0,4.0,4.0,0.0,15.5,Día atípico,14-24,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Desocupado
87_1,Varon,18,Día no laborable,0.0,0.5,0.0,1.8,2.0,3.7,0.0,16.0,0.0,0.5,0.0,1.8,2.0,3.7,0.0,16.0,Día atípico,14-24,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo
88_1,Mujer,18,Día no laborable,0.0,0.0,0.0,0.0,10.0,0.0,0.0,14.5,0.0,0.0,0.0,0.0,9.8,0.0,0.0,14.3,Día atípico,14-24,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Inactivo
89_1,Mujer,18,Día no laborable,0.0,0.0,0.0,2.5,4.0,4.0,0.0,14.5,0.0,0.0,0.0,2.5,3.5,4.0,0.0,14.0,Día atípico,14-24,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Ocupado
90_1,Mujer,18,Día no laborable,0.0,5.0,0.0,0.0,0.0,4.5,0.0,17.0,0.0,2.5,0.0,0.0,0.0,4.5,0.0,17.0,Día atípico,14-24,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Ocupado
91_1,Mujer,18,Día no laborable,0.0,1.5,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.8,0.0,0.0,11.3,0.0,0.0,12.0,Día atípico,14-24,Secundario completo/Superior incompleto,Jefe,Otro,5to quintil,Inactivo
92_1,Varon,19,Día no laborable,0.0,0.0,0.0,0.0,5.5,6.8,0.0,12.8,0.0,0.0,0.0,0.0,5.0,6.8,0.0,12.3,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo
93_1,Varon,19,Día no laborable,0.0,0.2,0.0,0.0,4.8,8.0,0.0,11.6,0.0,0.2,0.0,0.0,4.5,8.0,0.0,11.3,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo
94_1,Varon,19,Día no laborable,0.0,0.8,0.0,0.0,7.0,2.5,0.0,17.2,0.0,0.8,0.0,0.0,5.3,2.5,0.0,15.4,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Inactivo
95_1,Varon,19,Día no laborable,0.0,5.3,0.0,0.0,2.3,7.0,0.0,11.8,0.0,5.3,0.0,0.0,1.1,7.0,0.0,10.6,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo
