hogar,sexo,edad,dia_laborable,trabajo_pago,trabajo_domestico_no_pago,voluntariados,estudio_educacion,recreacion,aplicaciones,tareas_cuidados,cuidado_personal,trabajo_pago2,trabajo_domestico_no_pago2,voluntariados2,estudio_educacion2,recreacion2,aplicaciones2,tareas_cuidados2,cuidado_personal2,dia_tipico,rango_etario,nivel_educativo,relacion_parentesco_jefe,tipo_hogar,quintil_ingreso,estado_ocupacional
1004_1,Mujer,41,Día no laborable,0.0,6.7,0.0,0.0,5.5,1.0,0.0,12.8,0.0,6.7,0.0,0.0,4.5,1.0,0.0,11.8,Día atípico,40-49,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Inactivo
1005_1,Varon,41,Día no laborable,0.0,4.2,0.0,0.0,7.5,1.0,14.5,15.6,0.0,1.8,0.0,0.0,3.1,1.0,6.6,11.6,Día atípico,40-49,Superior completo,Otro,Otro,5to quintil,Ocupado
1006_1,Mujer,41,Día laborable,7.8,0.6,0.0,0.0,1.0,0.0,4.4,11.7,7.8,0.6,0.0,0.0,0.5,0.0,4.2,11.0,Día atípico,40-49,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado
1007_1,Mujer,41,Día laborable,11.9,3.3,0.0,0.0,1.7,0.0,0.4,8.3,11.9,3.3,0.0,0.0,0.8,0.0,0.4,7.5,Día atípico,40-49,Secundario completo/Superior incompleto,Conyugue o pareja,Otro,5to quintil,Ocupado
1008_1,Varon,41,Día laborable,12.0,0.3,0.0,0.0,1.8,0.5,1.6,10.2,12.0,0.3,0.0,0.0,0.8,0.5,1.3,9.2,Día atípico,40-49,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado
1009_1,Mujer,41,Día laborable,6.8,6.9,0.0,0.0,2.0,0.0,7.2,8.8,6.5,2.9,0.0,0.0,2.0,0.0,4.4,8.3,Día atípico,40-49,Superior completo,Jefe,Otro,5to quintil,Ocupado
1010_1,Mujer,41,Día laborable,8.1,0.0,0.0,0.0,0.0,0.0,5.4,11.3,7.8,0.0,0.0,0.0,0.0,0.0,5.4,10.8,Día atípico,40-49,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado
1011_1,Varon,41,Día laborable,9.3,0.5,0.0,0.0,0.5,1.5,4.5,8.5,9.3,0.5,0.0,0.0,0.3,1.5,4.4,8.1,Día atípico,40-49,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
1012_1,Mujer,41,Día no laborable,0.0,1.5,0.0,0.0,9.2,1.0,1.8,14.6,0.0,0.8,0.0,0.0,7.1,1.0,1.8,13.3,Día atípico,40-49,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado
1013_1,Mujer,42,Día laborable,5.8,0.6,0.0,0.0,3.5,0.0,5.0,11.0,5.8,0.4,0.0,0.0,2.8,0.0,4.6,10.5,Día atípico,40-49,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
1014_1,Varon,42,Día no laborable,0.0,7.0,0.0,0.0,13.8,0.0,0.0,10.9,0.0,3.5,0.0,0.0,10.0,0.0,0.0,10.6,Día atípico,40-49,Secundario incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
1015_1,Varon,42,Día laborable,8.0,0.7,0.0,0.0,0.0,3.0,0.0,12.3,8.0,0.7,0.0,0.0,0.0,3.0,0.0,12.3,Día atípico,40-49,Secundario incompleto,Jefe,Unipersonal,5to quintil,Ocupado
1016_1,Mujer,42,Día no laborable,0.0,8.5,0.0,0.0,0.0,1.0,14.0,10.6,0.0,5.1,0.0,0.0,0.0,1.0,9.0,8.9,Día atípico,40-49,Secundario incompleto,Otro,Otro,5to quintil,Inactivo
1017_1,Mujer,42,Día laborable,11.3,1.3,0.0,0.0,1.0,1.0,1.3,9.2,11.3,1.3,0.0,0.0,0.5,1.0,1.3,8.7,Día atípico,40-49,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo incompleto,5to quintil,Ocupado
1018_1,Mujer,42,Día no laborable,0.0,2.7,0.0,0.0,7.5,2.5,0.0,12.3,0.0,2.7,0.0,0.0,7.0,2.5,0.0,11.8,Día atípico,40-49,Secundario incompleto,Jefe,Unipersonal,5to quintil,Ocupado
1019_1,Varon,42,Día laborable,15.8,0.3,0.0,0.0,1.5,0.7,0.5,7.3,15.8,0.3,0.0,0.0,0.8,0.7,0.3,6.3,Día atípico,40-49,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
1020_1,Varon,42,Día laborable,13.0,1.9,0.0,0.0,1.3,2.3,0.0,6.1,13.0,1.9,0.0,0.0,1.1,2.3,0.0,5.8,Día atípico,40-49,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado
1021_1,Mujer,42,Día laborable,9.8,1.3,0.0,0.0,5.0,0.0,0.0,10.8,9.6,1.3,0.0,0.0,3.8,0.0,0.0,9.4,Día atípico,40-49,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado
1022_1,Varon,42,Día no laborable,0.0,2.3,0.0,0.0,2.8,5.0,0.0,14.8,0.0,2.3,0.0,0.0,2.3,5.0,0.0,14.3,Día atípico,40-49,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado
1023_1,Varon,42,Día laborable,10.5,0.1,0.0,1.0,0.2,0.0,1.3,10.9,10.5,0.1,0.0,1.0,0.2,0.0,1.3,10.9,Día atípico,40-49,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
1024_1,Varon,42,Día laborable,10.3,2.8,0.0,0.0,1.3,4.7,0.0,6.0,10.1,2.6,0.0,0.0,0.9,4.7,0.0,5.8,Día atípico,40-49,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado
1025_1,Mujer,42,Día no laborable,0.0,2.1,0.0,0.0,3.5,0.8,9.9,12.0,0.0,2.1,0.0,0.0,3.5,0.8,6.1,11.6,Día atípico,40-49,Superior completo,Jefe,Nuclear con nucleo incompleto,5to quintil,Ocupado
1026_1,Mujer,42,Día no laborable,0.0,5.8,2.2,0.0,5.1,0.0,10.9,8.2,0.0,4.4,1.1,0.0,3.8,0.0,7.4,7.3,Día atípico,40-49,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado
1027_1,Mujer,42,Día no laborable,0.0,7.2,0.0,0.0,0.5,1.0,11.1,11.5,0.0,4.8,0.0,0.0,0.2,1.0,7.6,10.4,Día atípico,40-49,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Desocupado
1028_1,Varon,42,Día laborable,12.3,0.3,0.0,0.0,2.0,3.7,0.0,5.9,12.2,0.3,0.0,0.0,2.0,3.7,0.0,5.8,Día atípico,40-49,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado
1029_1,Varon,42,Día laborable,10.7,1.0,0.0,0.0,3.0,0.0,1.6,8.8,10.7,1.0,0.0,0.0,3.0,0.0,1.1,8.3,Día atípico,40-49,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
1030_1,Varon,42,Día laborable,7.8,0.0,0.0,0.0,5.2,1.0,6.0,7.0,7.8,0.0,0.0,0.0,3.7,1.0,5.0,6.5,Día atípico,40-49,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
1031_1,Mujer,42,Día laborable,7.2,2.7,0.0,0.0,6.5,0.7,0.0,9.7,7.2,2.1,0.0,0.0,5.2,0.7,0.0,8.9,Día atípico,40-49,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
1032_1,Mujer,42,Día laborable,10.7,0.1,0.7,0.0,4.0,0.5,0.2,10.4,10.5,0.1,0.7,0.0,2.9,0.5,0.2,9.2,Día atípico,40-49,Superior completo,Jefe,Nuclear con nucleo incompleto,5to quintil,Ocupado
1033_1,Mujer,42,Día laborable,8.3,2.3,0.0,0.0,0.8,0.5,6.6,9.6,8.0,1.3,0.0,0.0,0.3,0.5,5.3,8.6,Día atípico,40-49,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado
1034_1,Mujer,42,Día no laborable,0.0,0.0,0.0,0.0,4.0,4.0,0.0,18.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,17.0,Día atípico,40-49,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado
1035_1,Mujer,42,Día laborable,8.2,1.2,0.0,0.0,1.5,0.0,5.3,11.7,8.2,0.6,0.0,0.0,0.7,0.0,4.1,10.5,Día atípico,40-49,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado
1036_1,Mujer,42,Día laborable,4.0,5.3,0.0,0.0,0.0,0.0,2.9,12.8,4.0,5.3,0.0,0.0,0.0,0.0,2.4,12.3,Día atípico,40-49,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo incompleto,5to quintil,Ocupado
1037_1,Mujer,42,Día laborable,6.5,3.0,0.0,0.0,0.8,0.3,4.4,9.9,6.5,2.7,0.0,0.0,0.6,0.3,4.1,9.8,Día atípico,40-49,Superior completo,Jefe,Nuclear con nucleo incompleto,5to quintil,Ocupado
1038_1,Varon,42,Día laborable,9.7,1.8,0.0,0.0,1.0,1.0,0.0,12.5,9.2,1.8,0.0,0.0,0.5,1.0,0.0,11.5,Día atípico,40-49,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
1039_1,Mujer,42,Día no laborable,1.0,3.8,6.0,0.0,6.0,1.0,10.0,15.2,1.0,1.3,2.0,0.0,2.2,1.0,4.0,12.6,Día atípico,40-49,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
1040_1,Varon,42,Día laborable,6.4,3.1,0.0,0.0,2.0,3.8,0.0,9.8,6.4,2.1,0.0,0.0,2.0,3.8,0.0,9.8,Día atípico,40-49,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado
1041_1,Mujer,42,Día laborable,11.3,0.0,0.0,0.0,4.8,0.0,1.0,9.5,11.3,0.0,0.0,0.0,3.8,0.0,0.8,8.3,Día atípico,40-49,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado
1042_1,Mujer,43,Día no laborable,0.0,5.8,0.0,3.0,1.9,0.0,4.0,10.1,0.0,5.8,0.0,3.0,1.7,0.0,3.8,9.8,Día atípico,40-49,Superior completo,Jefe,Nuclear con nucleo incompleto,5to quintil,Ocupado
1043_1,Mujer,43,Día laborable,7.5,1.3,0.0,0.0,4.0,0.0,1.8,9.5,7.5,1.3,0.0,0.0,4.0,0.0,1.8,9.5,Día atípico,40-49,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado
1044_1,Varon,43,Día laborable,8.8,0.0,0.0,0.0,3.0,1.0,0.5,11.4,8.8,0.0,0.0,0.0,2.6,1.0,0.5,11.1,Día atípico,40-49,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
1045_1,Varon,43,Día no laborable,0.0,4.7,0.0,0.0,7.5,1.0,0.0,13.3,0.0,4.4,0.0,0.0,6.5,1.0,0.0,12.1,Día atípico,40-49,Secundario incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
1046_1,Mujer,43,Día laborable,10.6,2.7,0.0,0.0,2.3,0.0,1.1,9.7,10.6,2.7,0.0,0.0,1.1,0.0,1.1,8.6,Día atípico,40-49,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado
1047_1,Varon,43,Día laborable,13.3,0.3,0.0,0.0,1.5,0.5,0.0,10.8,12.6,0.3,0.0,0.0,0.8,0.5,0.0,9.8,Día atípico,40-49,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado
1048_1,Mujer,43,Día laborable,5.4,2.9,0.0,0.0,0.0,1.0,7.1,9.0,5.4,2.5,0.0,0.0,0.0,1.0,6.4,8.7,Día atípico,40-49,Superior completo,Jefe,Nuclear con nucleo incompleto,5to quintil,Ocupado
1049_1,Mujer,43,Día laborable,7.2,0.3,0.0,0.0,5.3,2.2,3.5,12.5,6.7,0.2,0.0,0.0,2.7,2.2,1.8,10.6,Día atípico,40-49,Superior completo,Conyugue o pareja,Otro,5to quintil,Ocupado
1050_1,Mujer,43,Día laborable,9.8,2.6,0.0,0.0,0.9,0.0,3.8,8.3,9.8,2.6,0.0,0.0,0.5,0.0,3.5,7.6,Día atípico,40-49,Superior completo,Jefe,Nuclear con nucleo incompleto,5to quintil,Ocupado
1051_1,Varon,43,Día laborable,8.3,0.2,0.0,0.0,2.5,2.5,0.0,12.0,8.3,0.2,0.0,0.0,1.8,2.5,0.0,11.3,Día atípico,40-49,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado
1052_1,Mujer,43,Día laborable,6.3,2.9,0.0,0.0,3.8,0.6,1.2,10.1,6.3,2.9,0.0,0.0,3.4,0.6,1.2,9.7,Día atípico,40-49,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
1053_1,Varon,43,Día laborable,8.3,5.3,0.0,0.0,2.7,0.0,5.8,10.3,8.3,3.1,0.0,0.0,1.1,0.0,2.8,8.8,Día atípico,40-49,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
1054_1,Varon,43,Día laborable,10.5,0.0,0.0,0.0,2.0,2.0,2.0,8.5,10.5,0.0,0.0,0.0,2.0,2.0,1.0,8.5,Día atípico,40-49,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
1055_1,Mujer,43,Día laborable,13.0,0.3,0.0,0.0,4.3,0.0,0.9,9.5,11.3,0.3,0.0,0.0,2.3,0.0,0.9,9.3,Día atípico,40-49,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado
1056_1,Mujer,43,Día laborable,9.5,3.5,0.0,0.0,0.0,0.0,6.3,10.2,9.3,2.0,0.0,0.0,0.0,0.0,3.5,9.3,Día atípico,40-49,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
1057_1,Mujer,43,Día no laborable,0.0,0.3,0.0,0.0,1.0,0.0,0.0,25.7,0.0,0.3,0.0,0.0,0.5,0.0,0.0,23.2,Día atípico,40-49,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado
1058_1,Mujer,43,Día laborable,7.1,3.2,0.0,5.3,0.7,1.6,0.0,8.0,6.8,2.8,0.0,5.2,0.3,1.6,0.0,7.3,Día atípico,40-49,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado
1059_1,Varon,43,Día no laborable,0.0,0.8,2.5,0.0,1.3,1.0,2.5,16.4,0.0,0.7,2.5,0.0,1.1,1.0,2.5,16.2,Día atípico,40-49,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
1060_1,Mujer,43,Día laborable,7.5,3.1,3.0,0.0,0.0,0.0,0.0,10.4,7.5,3.1,3.0,0.0,0.0,0.0,0.0,10.4,Día atípico,40-49,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado
1061_1,Mujer,43,Día laborable,6.7,4.0,0.0,0.0,0.0,1.0,4.1,8.3,6.7,4.0,0.0,0.0,0.0,1.0,4.1,8.3,Día atípico,40-49,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
1062_1,Varon,43,Día laborable,8.3,0.3,0.0,0.0,2.4,1.5,1.3,12.5,8.3,0.3,0.0,0.0,1.5,1.5,0.7,11.6,Día atípico,40-49,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado
1063_1,Varon,43,Día laborable,8.8,1.2,0.0,0.0,4.2,1.5,5.0,8.6,8.8,0.8,0.0,0.0,2.3,1.5,3.6,7.1,Día atípico,40-49,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
1064_1,Varon,43,Día laborable,7.9,0.0,0.0,0.0,6.0,0.0,0.0,12.6,7.9,0.0,0.0,0.0,4.8,0.0,0.0,11.3,Día atípico,40-49,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado
1065_1,Mujer,43,Día no laborable,0.0,5.6,0.0,0.0,7.5,3.3,0.0,7.6,0.0,5.6,0.0,0.0,7.5,3.3,0.0,7.6,Día atípico,40-49,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado
1066_1,Mujer,43,Día laborable,12.8,0.5,0.0,0.0,1.5,0.5,0.0,10.4,12.7,0.3,0.0,0.0,0.8,0.5,0.0,9.8,Día atípico,40-49,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado
1067_1,Mujer,44,Día laborable,12.3,2.0,0.0,0.0,0.0,1.5,0.0,9.3,11.8,2.0,0.0,0.0,0.0,1.5,0.0,8.8,Día atípico,40-49,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado
1068_1,Mujer,44,Día no laborable,0.0,3.0,0.0,6.8,1.7,1.5,0.0,12.7,0.0,3.0,0.0,6.8,0.8,1.5,0.0,11.8,Día atípico,40-49,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo incompleto,5to quintil,Desocupado
1069_1,Varon,44,Día no laborable,0.0,4.5,0.0,0.0,4.5,0.0,5.0,14.0,0.0,4.5,0.0,0.0,2.8,0.0,4.8,12.0,Día atípico,40-49,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
1070_1,Mujer,44,Día no laborable,0.0,7.3,2.5,0.0,7.4,1.0,0.0,13.2,0.0,4.8,2.5,0.0,3.7,1.0,0.0,12.1,Día atípico,40-49,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
1071_1,Varon,44,Día no laborable,3.0,7.5,0.0,0.0,0.5,4.5,0.0,8.5,3.0,7.5,0.0,0.0,0.5,4.5,0.0,8.5,Día atípico,40-49,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Desocupado
1072_1,Mujer,44,Día no laborable,0.0,2.5,0.0,0.0,9.0,1.8,9.3,12.1,0.0,2.3,0.0,0.0,4.3,1.8,4.9,10.8,Día atípico,40-49,Secundario incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado
1073_1,Mujer,44,Día laborable,11.2,0.0,0.0,0.0,0.0,0.5,0.0,12.3,11.2,0.0,0.0,0.0,0.0,0.5,0.0,12.3,Día atípico,40-49,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado
1074_1,Mujer,44,Día laborable,5.5,3.3,0.0,0.0,1.0,3.0,0.5,11.7,5.5,3.3,0.0,0.0,0.5,3.0,0.5,11.2,Día atípico,40-49,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
1075_1,Varon,44,Día laborable,13.7,2.4,0.0,0.0,1.1,0.0,1.8,8.2,13.4,1.9,0.0,0.0,0.5,0.0,1.0,7.3,Día atípico,40-49,Secundario incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
1076_1,Mujer,44,Día no laborable,0.0,9.4,0.0,0.0,3.0,1.0,1.5,12.8,0.0,8.3,0.0,0.0,2.8,1.0,0.5,11.5,Día atípico,40-49,Secundario incompleto,Jefe,Nuclear con nucleo incompleto,5to quintil,Inactivo
1077_1,Mujer,44,Día laborable,8.5,2.6,0.0,0.0,1.4,0.0,1.8,10.4,8.5,2.6,0.0,0.0,1.4,0.0,1.1,10.4,Día atípico,40-49,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado
1078_1,Mujer,44,Día laborable,13.0,0.6,0.0,0.0,3.5,1.0,0.0,7.9,12.3,0.3,0.0,0.0,3.2,1.0,0.0,7.2,Día atípico,40-49,Secundario incompleto,Jefe,Unipersonal,5to quintil,Ocupado
1079_1,Varon,44,Día laborable,13.0,1.2,0.0,0.0,0.0,0.0,0.0,10.5,13.0,0.8,0.0,0.0,0.0,0.0,0.0,10.2,Día atípico,40-49,Secundario incompleto,Jefe,Unipersonal,5to quintil,Ocupado
1080_1,Mujer,44,Día no laborable,0.0,10.0,0.0,0.0,0.0,0.0,16.2,10.0,0.0,5.0,0.0,0.0,0.0,0.0,10.1,8.9,Día atípico,40-49,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Inactivo
1081_1,Varon,44,Día laborable,7.0,0.2,0.0,0.0,3.0,4.2,4.0,6.5,7.0,0.2,0.0,0.0,2.8,4.2,3.9,6.1,Día atípico,40-49,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
1082_1,Mujer,44,Día laborable,9.5,1.5,0.0,0.0,1.0,1.0,4.5,11.3,9.3,0.8,0.0,0.0,0.3,1.0,2.7,10.0,Día atípico,40-49,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo incompleto,5to quintil,Ocupado
1083_1,Mujer,44,Día no laborable,2.0,0.8,0.0,0.0,3.5,2.5,0.0,18.8,2.0,0.8,0.0,0.0,1.8,2.5,0.0,17.0,Día atípico,40-49,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado
1084_1,Varon,44,Día laborable,13.3,0.0,0.0,0.0,2.0,0.0,1.5,9.3,13.0,0.0,0.0,0.0,1.2,0.0,1.4,8.4,Día atípico,40-49,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
1085_1,Mujer,44,Día no laborable,0.0,5.7,3.8,0.0,1.9,2.1,0.8,9.8,0.0,5.7,3.8,0.0,1.9,2.1,0.8,9.8,Día atípico,40-49,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Inactivo
1086_1,Varon,44,Día laborable,8.3,1.0,0.0,0.0,3.0,3.1,0.0,10.7,8.3,1.0,0.0,0.0,2.0,3.1,0.0,9.7,Día atípico,40-49,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
1087_1,Varon,44,Día laborable,9.3,3.7,0.0,0.0,5.0,0.0,3.6,7.1,9.3,3.3,0.0,0.0,3.1,0.0,2.2,6.1,Día atípico,40-49,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
1088_1,Mujer,44,Día laborable,8.8,3.3,0.0,0.0,1.0,1.0,3.7,8.5,8.8,2.2,0.0,0.0,0.6,1.0,3.3,8.1,Día atípico,40-49,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
1089_1,Mujer,44,Día no laborable,0.0,4.3,0.0,0.0,10.3,1.5,0.0,15.5,0.0,3.0,0.0,0.0,7.1,1.5,0.0,12.5,Día atípico,40-49,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado
1090_1,Mujer,44,Día laborable,10.0,2.3,0.0,0.0,0.6,2.9,0.0,8.3,10.0,2.3,0.0,0.0,0.6,2.9,0.0,8.3,Día atípico,40-49,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado
1091_1,Mujer,44,Día no laborable,0.0,6.5,0.0,6.5,2.0,0.0,5.5,10.5,0.0,5.0,0.0,6.5,0.8,0.0,2.8,8.8,Día atípico,40-49,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado
1092_1,Mujer,44,Día no laborable,0.0,4.3,0.0,0.0,4.0,1.0,3.0,16.2,0.0,2.8,0.0,0.0,2.0,1.0,2.8,15.4,Día atípico,40-49,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado
1093_1,Varon,44,Día laborable,9.3,0.0,0.0,0.0,3.5,0.0,3.2,10.7,9.3,0.0,0.0,0.0,2.2,0.0,2.7,9.8,Día atípico,40-49,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
1094_1,Varon,44,Día laborable,9.8,0.0,1.5,0.0,0.0,3.3,0.0,10.0,9.5,0.0,1.5,0.0,0.0,3.3,0.0,9.8,Día atípico,40-49,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado
1095_1,Mujer,44,Día no laborable,0.0,6.5,0.0,0.0,2.9,1.5,18.5,16.5,0.0,2.4,0.0,0.0,1.3,1.5,7.0,11.8,Día atípico,40-49,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo incompleto,5to quintil,Ocupado
1096_1,Mujer,44,Día no laborable,0.0,3.5,0.0,0.0,2.0,0.5,1.0,17.0,0.0,3.5,0.0,0.0,2.0,0.5,1.0,17.0,Día atípico,40-49,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado
1097_1,Varon,44,Día laborable,14.4,0.0,0.0,0.0,0.0,1.3,0.1,10.4,13.3,0.0,0.0,0.0,0.0,1.3,0.1,9.3,Día atípico,40-49,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
1098_1,Mujer,44,Día laborable,9.2,2.0,0.0,0.0,1.0,0.0,6.8,10.0,9.2,1.0,0.0,0.0,0.5,0.0,4.8,8.5,Día atípico,40-49,Superior completo,Jefe,Nuclear con nucleo incompleto,5to quintil,Ocupado
1099_1,Mujer,44,Día no laborable,0.0,7.7,0.0,0.0,3.2,2.0,2.0,15.2,0.0,4.7,0.0,0.0,2.0,2.0,1.0,14.3,Día atípico,40-49,Superior completo,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo
1100_1,Mujer,44,Día laborable,10.0,0.9,0.0,0.0,1.8,1.0,3.8,11.6,10.0,0.5,0.0,0.0,0.6,1.0,1.9,10.1,Día atípico,40-49,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado
1101_1,Mujer,44,Día laborable,8.5,1.8,0.0,0.0,3.3,0.0,1.0,11.7,8.5,1.8,0.0,0.0,2.2,0.0,1.0,10.5,Día atípico,40-49,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado
1102_1,Varon,44,Día no laborable,0.0,3.8,0.0,0.0,2.7,7.5,0.0,12.7,0.0,3.8,0.0,0.0,1.3,7.5,0.0,11.3,Día atípico,40-49,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
1103_1,Mujer,44,Día laborable,7.5,3.3,0.0,0.0,2.2,2.0,0.0,10.5,7.5,2.3,0.0,0.0,2.1,2.0,0.0,10.1,Día atípico,40-49,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado
1104_1,Varon,44,Día laborable,9.5,0.7,0.0,0.0,5.0,0.0,1.0,8.8,9.5,0.7,0.0,0.0,4.5,0.0,1.0,8.3,Día atípico,40-49,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
1105_1,Mujer,45,Día laborable,9.3,0.6,0.0,3.0,2.5,0.5,0.0,8.4,9.3,0.6,0.0,3.0,2.3,0.5,0.0,8.3,Día atípico,40-49,Secundario completo/Superior incompleto,Jefe,Otro,5to quintil,Ocupado
1106_1,Mujer,45,Día no laborable,0.0,5.3,0.0,0.0,3.2,0.0,8.1,9.2,0.0,5.3,0.0,0.0,2.3,0.0,8.1,8.3,Día atípico,40-49,Secundario incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado
1107_1,Varon,45,Día no laborable,0.0,2.0,0.0,0.0,7.0,4.5,0.0,13.0,0.0,2.0,0.0,0.0,5.8,4.5,0.0,11.8,Día atípico,40-49,Secundario incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado
1108_1,Varon,45,Día laborable,8.3,1.0,0.0,0.0,1.5,0.0,2.3,10.9,8.3,1.0,0.0,0.0,1.5,0.0,2.3,10.9,Día atípico,40-49,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
